novice_prompt,expert_prompt
"indie song, female vocal, synth bass, industrial sound, medium fast","This song is a melodic electronic piece that features a female vocalist singing in a higher pitch with a melancholic tone, accompanied by a digital drum pattern and a soft, repetitive synth bass line, with industrial noises and digital sound effects that create a post-apocalyptic atmosphere. The song's tempo is medium"
An upbeat banjo solo played live with a fun and lively rhythm.,"This is a lively instrumental piece that features a banjo solo performed live, with a driving rhythm and a strong emphasis on the percussive qualities of the instrument, evoking a sense of energetic folk music. The banjo's bright, twangy tone is the main melodic focus, accompanied"
"A slow rap song with catchy beats and keyboard melodies, sung by a male vocalist.","This is a hip hop song that features a male vocalist singing over a repetitive, syncopated drum pattern and a catchy, melodic keyboard accompaniment, with a focus on a strong, syncopated beat and a repetitive, atmospheric keyboard melody. The song has a slow tempo and a laid"
"A happy instrumental song with cellos and hand claps, suitable for luxury ads.","This is a euphonic instrumental piece that features a lush cello melody accompanied by a rhythmic hand clapping pattern, evoking a sense of joy and sophistication, suitable for high-end luxury ads or upscale background music. The piece is characterized by a medium tempo, with a prominent cello melody"
"An upbeat and catchy children's song from a cartoon, sung by a male vocalist with a lively piano tune.","This is a children's song from an animated cartoon, featuring a male vocalist singing a catchy melody over a lively piano accompaniment with a repetitive and upbeat rhythm, accompanied by a simple percussion beat and a cheerful atmosphere. The song's instrumentation and melody are reminiscent of a classic cartoon theme song, with"
"A lively island-style song with a male singer, acoustic guitar, and African drums.","This is a lively island-style song that features a male vocalist singing over a rhythmic acoustic guitar accompaniment, accompanied by a variety of African percussion instruments, including djembe and shakers, to create a lively and energetic atmosphere. The song's tempo is fast-paced, with a strong emphasis"
A man explaining and playing a simple guitar melody in a noisy recording.,"This is an acoustic guitar instrumental piece with a simple, folk-like melody being played by a male vocalist, accompanied by a poor audio quality recording that features background noise and a low sound level. The piece has a casual, intimate atmosphere, with the guitar playing a repetitive, singable melody that could be"
"A female singer sings over a digital drum with upbeat rhythm in the background, suitable for a TV show.","This upbeat pop song features a female vocalist singing over a driving digital drum beat with a syncopated rhythm, accompanied by a prominent bass line and a catchy melody. The energetic and lively atmosphere of this track would be well-suited for a TV show, particularly one that requires an upbeat and energetic soundtrack"
A playful electronic music parody with high-pitched chipmunk vocals.,"This electronic music piece features a playful, tongue-in-cheek parody of a children's song, with a high-pitched, chipmunk-like vocal sample that is pitch-shifted and processed for comedic effect, accompanied by a bouncy, syncopated beat and a bright, pulsing synthesizer"
"A group of singers, with women in high tones and men in low tones, harmonizing in a fast-paced melody.","This is a choral piece that features a fast-paced, energetic melody with a harmonious blend of female and male vocals, with the women singing in the higher vocal registers and the men singing in the lower vocal registers. The piece is a classic example of a barbershop quartet or a similar"
"Energetic rock song with male singer and harmonizing vocals, electric guitar, bass, drums, and catchy melody from the 00s.","This is a high-energy rock song from the 2000s, characterized by a male vocalist singing in a powerful, raspy voice, accompanied by harmonizing vocals and a driving rhythm section that features a prominent electric guitar, a pulsing bass line, and a fast-paced drum beat, with a"
